ordinal,_key,_id,_from,_to,edge_family,edge_type,perspective,unique_id,references_table,references_column,weight,priority_weight,field_component,variable_name,origin,join_type
291,suppliers:outside_service:structural:system:has_column:SYS_HAS_SUP_OUT_001,manufacturing_graph_edge/suppliers:outside_service:structural:system:has_column:SYS_HAS_SUP_OUT_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:outside_service:structural:system:none:none,structural,has_column,system,SYS_HAS_SUP_OUT_001,,,,,,,,
292,suppliers:active:structural:system:has_column:SYS_HAS_SUP_ACT_001,manufacturing_graph_edge/suppliers:active:structural:system:has_column:SYS_HAS_SUP_ACT_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:active:structural:system:none:none,structural,has_column,system,SYS_HAS_SUP_ACT_001,,,,,,,,
293,suppliers:created_date:structural:system:has_column:SYS_HAS_SUP_CRE_001,manufacturing_graph_edge/suppliers:created_date:structural:system:has_column:SYS_HAS_SUP_CRE_001,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manufacturing_graph_node/suppliers:created_date:structural:system:none:none,structural,has_column,system,SYS_HAS_SUP_CRE_001,,,,,,,,
294,trace:trace_id:structural:system:has_column:SYS_HAS_TRA_TRA_001,manufacturing_graph_edge/trace:trace_id:structural:system:has_column:SYS_HAS_TRA_TRA_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:trace_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_TRA_001,,,,,,,,
295,trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_001,manufacturing_graph_edge/trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_PAR_001,,,,,,,,
296,trace:lot_id:structural:system:has_column:SYS_HAS_TRA_LOT_001,manufacturing_graph_edge/trace:lot_id:structural:system:has_column:SYS_HAS_TRA_LOT_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:lot_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_LOT_001,,,,,,,,
297,trace:serial_id:structural:system:has_column:SYS_HAS_TRA_SER_001,manufacturing_graph_edge/trace:serial_id:structural:system:has_column:SYS_HAS_TRA_SER_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:serial_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_SER_001,,,,,,,,
298,trace:in_qty:structural:system:has_column:SYS_HAS_TRA_INQ_001,manufacturing_graph_edge/trace:in_qty:structural:system:has_column:SYS_HAS_TRA_INQ_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:in_qty:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_INQ_001,,,,,,,,
299,trace:out_qty:structural:system:has_column:SYS_HAS_TRA_OUT_001,manufacturing_graph_edge/trace:out_qty:structural:system:has_column:SYS_HAS_TRA_OUT_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:out_qty:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_OUT_001,,,,,,,,
300,trace:production_date:structural:system:has_column:SYS_HAS_TRA_PRO_001,manufacturing_graph_edge/trace:production_date:structural:system:has_column:SYS_HAS_TRA_PRO_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:production_date:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_PRO_001,,,,,,,,
301,trace:expiration_date:structural:system:has_column:SYS_HAS_TRA_EXP_001,manufacturing_graph_edge/trace:expiration_date:structural:system:has_column:SYS_HAS_TRA_EXP_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:expiration_date:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_EXP_001,,,,,,,,
302,trace:site_id:structural:system:has_column:SYS_HAS_TRA_SIT_001,manufacturing_graph_edge/trace:site_id:structural:system:has_column:SYS_HAS_TRA_SIT_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:site_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_SIT_001,,,,,,,,
303,trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_001,manufacturing_graph_edge/trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_001,manufacturing_graph_node/trace:entity:structural:system:none:none,manufacturing_graph_node/trace:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_CRE_001,,,,,,,,
304,trace_inventory_trace:trace_inv_id:structural:system:has_column:SYS_HAS_TRA_TRA_003,manufacturing_graph_edge/trace_inventory_trace:trace_inv_id:structural:system:has_column:SYS_HAS_TRA_TRA_003,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:trace_inv_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_TRA_003,,,,,,,,
305,trace_inventory_trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_002,manufacturing_graph_edge/trace_inventory_trace:part_id:structural:system:has_column:SYS_HAS_TRA_PAR_002,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_PAR_002,,,,,,,,
306,trace_inventory_trace:trace_id:structural:system:has_column:SYS_HAS_TRA_TRA_002,manufacturing_graph_edge/trace_inventory_trace:trace_id:structural:system:has_column:SYS_HAS_TRA_TRA_002,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:trace_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_TRA_002,,,,,,,,
307,trace_inventory_trace:transaction_id:structural:system:has_column:SYS_HAS_TRA_TRA_004,manufacturing_graph_edge/trace_inventory_trace:transaction_id:structural:system:has_column:SYS_HAS_TRA_TRA_004,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:transaction_id:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_TRA_004,,,,,,,,
308,trace_inventory_trace:qty:structural:system:has_column:SYS_HAS_TRA_QTY_001,manufacturing_graph_edge/trace_inventory_trace:qty:structural:system:has_column:SYS_HAS_TRA_QTY_001,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:qty:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_QTY_001,,,,,,,,
309,trace_inventory_trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_002,manufacturing_graph_edge/trace_inventory_trace:created_at:structural:system:has_column:SYS_HAS_TRA_CRE_002,manufacturing_graph_node/trace_inventory_trace:entity:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_TRA_CRE_002,,,,,,,,
310,warehouse:warehouse_id:structural:system:has_column:SYS_HAS_WAR_WAR_001,manufacturing_graph_edge/warehouse:warehouse_id:structural:system:has_column:SYS_HAS_WAR_WAR_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:warehouse_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_WAR_001,,,,,,,,
311,warehouse:description:structural:system:has_column:SYS_HAS_WAR_DES_001,manufacturing_graph_edge/warehouse:description:structural:system:has_column:SYS_HAS_WAR_DES_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:description:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_DES_001,,,,,,,,
312,warehouse:name:structural:system:has_column:SYS_HAS_WAR_NAM_001,manufacturing_graph_edge/warehouse:name:structural:system:has_column:SYS_HAS_WAR_NAM_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:name:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_NAM_001,,,,,,,,
313,warehouse:site_id:structural:system:has_column:SYS_HAS_WAR_SIT_001,manufacturing_graph_edge/warehouse:site_id:structural:system:has_column:SYS_HAS_WAR_SIT_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:site_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_SIT_001,,,,,,,,
314,warehouse:region_id:structural:system:has_column:SYS_HAS_WAR_REG_001,manufacturing_graph_edge/warehouse:region_id:structural:system:has_column:SYS_HAS_WAR_REG_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:region_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_REG_001,,,,,,,,
315,warehouse:independent:structural:system:has_column:SYS_HAS_WAR_IND_001,manufacturing_graph_edge/warehouse:independent:structural:system:has_column:SYS_HAS_WAR_IND_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:independent:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_IND_001,,,,,,,,
316,warehouse:mrp_exempt:structural:system:has_column:SYS_HAS_WAR_MRP_001,manufacturing_graph_edge/warehouse:mrp_exempt:structural:system:has_column:SYS_HAS_WAR_MRP_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:mrp_exempt:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_MRP_001,,,,,,,,
317,warehouse:created_at:structural:system:has_column:SYS_HAS_WAR_CRE_001,manufacturing_graph_edge/warehouse:created_at:structural:system:has_column:SYS_HAS_WAR_CRE_001,manufacturing_graph_node/warehouse:entity:structural:system:none:none,manufacturing_graph_node/warehouse:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_WAR_CRE_001,,,,,,,,
318,work_order:wo_id:structural:system:has_column:SYS_HAS_WOR_WOI_001,manufacturing_graph_edge/work_order:wo_id:structural:system:has_column:SYS_HAS_WOR_WOI_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_WOI_001,,,,,,,,
319,work_order:workorder_type:structural:system:has_column:SYS_HAS_WOR_WOR_001,manufacturing_graph_edge/work_order:workorder_type:structural:system:has_column:SYS_HAS_WOR_WOR_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:workorder_type:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_WOR_001,,,,,,,,
320,work_order:part_id:structural:system:has_column:SYS_HAS_WOR_PAR_002,manufacturing_graph_edge/work_order:part_id:structural:system:has_column:SYS_HAS_WOR_PAR_002,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:part_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_PAR_002,,,,,,,,
321,work_order:part_description:structural:system:has_column:SYS_HAS_WOR_PAR_001,manufacturing_graph_edge/work_order:part_description:structural:system:has_column:SYS_HAS_WOR_PAR_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:part_description:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_PAR_001,,,,,,,,
322,work_order:quantity:structural:system:has_column:SYS_HAS_WOR_QUA_001,manufacturing_graph_edge/work_order:quantity:structural:system:has_column:SYS_HAS_WOR_QUA_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:quantity:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_QUA_001,,,,,,,,
323,work_order:status:structural:system:has_column:SYS_HAS_WOR_STA_001,manufacturing_graph_edge/work_order:status:structural:system:has_column:SYS_HAS_WOR_STA_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:status:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_STA_001,,,,,,,,
324,work_order:open_date:structural:system:has_column:SYS_HAS_WOR_OPE_001,manufacturing_graph_edge/work_order:open_date:structural:system:has_column:SYS_HAS_WOR_OPE_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:open_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_OPE_001,,,,,,,,
325,work_order:close_date:structural:system:has_column:SYS_HAS_WOR_CLO_001,manufacturing_graph_edge/work_order:close_date:structural:system:has_column:SYS_HAS_WOR_CLO_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:close_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_CLO_001,,,,,,,,
326,work_order:required_date:structural:system:has_column:SYS_HAS_WOR_REQ_001,manufacturing_graph_edge/work_order:required_date:structural:system:has_column:SYS_HAS_WOR_REQ_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:required_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_REQ_001,,,,,,,,
327,work_order:routing_template:structural:system:has_column:SYS_HAS_WOR_ROU_001,manufacturing_graph_edge/work_order:routing_template:structural:system:has_column:SYS_HAS_WOR_ROU_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:routing_template:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_ROU_001,,,,,,,,
328,work_order:act_lab_cost:structural:system:has_column:SYS_HAS_WOR_ACT_002,manufacturing_graph_edge/work_order:act_lab_cost:structural:system:has_column:SYS_HAS_WOR_ACT_002,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:act_lab_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_ACT_002,,,,,,,,
329,work_order:act_bur_cost:structural:system:has_column:SYS_HAS_WOR_ACT_001,manufacturing_graph_edge/work_order:act_bur_cost:structural:system:has_column:SYS_HAS_WOR_ACT_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:act_bur_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_ACT_001,,,,,,,,
330,work_order:act_ser_cost:structural:system:has_column:SYS_HAS_WOR_ACT_004,manufacturing_graph_edge/work_order:act_ser_cost:structural:system:has_column:SYS_HAS_WOR_ACT_004,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:act_ser_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_ACT_004,,,,,,,,
331,work_order:act_mat_cost:structural:system:has_column:SYS_HAS_WOR_ACT_003,manufacturing_graph_edge/work_order:act_mat_cost:structural:system:has_column:SYS_HAS_WOR_ACT_003,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:act_mat_cost:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_ACT_003,,,,,,,,
332,work_order:desired_rls_date:structural:system:has_column:SYS_HAS_WOR_DES_001,manufacturing_graph_edge/work_order:desired_rls_date:structural:system:has_column:SYS_HAS_WOR_DES_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:desired_rls_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_DES_001,,,,,,,,
333,work_order:sched_start_date:structural:system:has_column:SYS_HAS_WOR_SCH_002,manufacturing_graph_edge/work_order:sched_start_date:structural:system:has_column:SYS_HAS_WOR_SCH_002,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:sched_start_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_SCH_002,,,,,,,,
334,work_order:sched_finish_date:structural:system:has_column:SYS_HAS_WOR_SCH_001,manufacturing_graph_edge/work_order:sched_finish_date:structural:system:has_column:SYS_HAS_WOR_SCH_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:sched_finish_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_SCH_001,,,,,,,,
335,work_order:outside_service:structural:system:has_column:SYS_HAS_WOR_OUT_001,manufacturing_graph_edge/work_order:outside_service:structural:system:has_column:SYS_HAS_WOR_OUT_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:outside_service:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_OUT_001,,,,,,,,
336,work_order:service_date:structural:system:has_column:SYS_HAS_WOR_SER_001,manufacturing_graph_edge/work_order:service_date:structural:system:has_column:SYS_HAS_WOR_SER_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:service_date:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_SER_001,,,,,,,,
337,work_order:vendor_id:structural:system:has_column:SYS_HAS_WOR_VEN_001,manufacturing_graph_edge/work_order:vendor_id:structural:system:has_column:SYS_HAS_WOR_VEN_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:vendor_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_VEN_001,,,,,,,,
338,work_order:site_id:structural:system:has_column:SYS_HAS_WOR_SIT_001,manufacturing_graph_edge/work_order:site_id:structural:system:has_column:SYS_HAS_WOR_SIT_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:site_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_SIT_001,,,,,,,,
339,work_order:demand_order_line_id:structural:system:has_column:SYS_HAS_WOR_DEM_001,manufacturing_graph_edge/work_order:demand_order_line_id:structural:system:has_column:SYS_HAS_WOR_DEM_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:demand_order_line_id:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_DEM_001,,,,,,,,
340,work_order:created_at:structural:system:has_column:SYS_HAS_WOR_CRE_001,manufacturing_graph_edge/work_order:created_at:structural:system:has_column:SYS_HAS_WOR_CRE_001,manufacturing_graph_node/work_order:entity:structural:system:none:none,manufacturing_graph_node/work_order:created_at:structural:system:none:none,structural,has_column,system,SYS_HAS_WOR_CRE_001,,,,,,,,
341,certification:part_id:structural:system:references:SYS_REF_CER_PAR_001,manufacturing_graph_edge/certification:part_id:structural:system:references:SYS_REF_CER_PAR_001,manufacturing_graph_node/certification:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_CER_PAR_001,part,part_id,,,,,fk_declared,
342,certification:receipt_id:structural:system:references:SYS_REF_CER_REC_001,manufacturing_graph_edge/certification:receipt_id:structural:system:references:SYS_REF_CER_REC_001,manufacturing_graph_node/certification:receipt_id:structural:system:none:none,manufacturing_graph_node/receiving:receipt_id:structural:system:none:none,structural,references,system,SYS_REF_CER_REC_001,receiving,receipt_id,,,,,fk_declared,
343,customer_order:site_id:structural:system:references:SYS_REF_CUS_SIT_001,manufacturing_graph_edge/customer_order:site_id:structural:system:references:SYS_REF_CUS_SIT_001,manufacturing_graph_node/customer_order:site_id:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,structural,references,system,SYS_REF_CUS_SIT_001,site,site_id,,,,,fk_declared,
344,customer_order_line:order_id:structural:system:references:SYS_REF_CUS_ORD_001,manufacturing_graph_edge/customer_order_line:order_id:structural:system:references:SYS_REF_CUS_ORD_001,manufacturing_graph_node/customer_order_line:order_id:structural:system:none:none,manufacturing_graph_node/customer_order:order_id:structural:system:none:none,structural,references,system,SYS_REF_CUS_ORD_001,customer_order,order_id,,,,,fk_declared,
345,customer_order_line:part_id:structural:system:references:SYS_REF_CUS_PAR_001,manufacturing_graph_edge/customer_order_line:part_id:structural:system:references:SYS_REF_CUS_PAR_001,manufacturing_graph_node/customer_order_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_CUS_PAR_001,part,part_id,,,,,fk_declared,
346,customer_order_line:site_id:structural:system:references:SYS_REF_CUS_SIT_002,manufacturing_graph_edge/customer_order_line:site_id:structural:system:references:SYS_REF_CUS_SIT_002,manufacturing_graph_node/customer_order_line:site_id:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,structural,references,system,SYS_REF_CUS_SIT_002,site,site_id,,,,,fk_declared,
347,gl_events:job_id:structural:system:references:SYS_REF_GLE_JOB_001,manufacturing_graph_edge/gl_events:job_id:structural:system:references:SYS_REF_GLE_JOB_001,manufacturing_graph_node/gl_events:job_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_GLE_JOB_001,work_order,wo_id,,,,,fk_declared,
348,gl_finished_goods_inventory:event_id:structural:system:references:SYS_REF_GLF_EVE_001,manufacturing_graph_edge/gl_finished_goods_inventory:event_id:structural:system:references:SYS_REF_GLF_EVE_001,manufacturing_graph_node/gl_finished_goods_inventory:event_id:structural:system:none:none,manufacturing_graph_node/gl_events:event_id:structural:system:none:none,structural,references,system,SYS_REF_GLF_EVE_001,gl_events,event_id,,,,,fk_declared,
349,gl_finished_goods_inventory:job_id:structural:system:references:SYS_REF_GLF_JOB_001,manufacturing_graph_edge/gl_finished_goods_inventory:job_id:structural:system:references:SYS_REF_GLF_JOB_001,manufacturing_graph_node/gl_finished_goods_inventory:job_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_GLF_JOB_001,work_order,wo_id,,,,,fk_declared,
350,gl_finished_goods_inventory:part_id:structural:system:references:SYS_REF_GLF_PAR_001,manufacturing_graph_edge/gl_finished_goods_inventory:part_id:structural:system:references:SYS_REF_GLF_PAR_001,manufacturing_graph_node/gl_finished_goods_inventory:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_GLF_PAR_001,part,part_id,,,,,fk_declared,
351,gl_job_cost_detail:event_id:structural:system:references:SYS_REF_GLJ_EVE_001,manufacturing_graph_edge/gl_job_cost_detail:event_id:structural:system:references:SYS_REF_GLJ_EVE_001,manufacturing_graph_node/gl_job_cost_detail:event_id:structural:system:none:none,manufacturing_graph_node/gl_events:event_id:structural:system:none:none,structural,references,system,SYS_REF_GLJ_EVE_001,gl_events,event_id,,,,,fk_declared,
352,gl_job_cost_detail:job_id:structural:system:references:SYS_REF_GLJ_JOB_001,manufacturing_graph_edge/gl_job_cost_detail:job_id:structural:system:references:SYS_REF_GLJ_JOB_001,manufacturing_graph_node/gl_job_cost_detail:job_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_GLJ_JOB_001,work_order,wo_id,,,,,fk_declared,
353,gl_raw_materials_inventory:event_id:structural:system:references:SYS_REF_GLR_EVE_001,manufacturing_graph_edge/gl_raw_materials_inventory:event_id:structural:system:references:SYS_REF_GLR_EVE_001,manufacturing_graph_node/gl_raw_materials_inventory:event_id:structural:system:none:none,manufacturing_graph_node/gl_events:event_id:structural:system:none:none,structural,references,system,SYS_REF_GLR_EVE_001,gl_events,event_id,,,,,fk_declared,
354,gl_raw_materials_inventory:job_id:structural:system:references:SYS_REF_GLR_JOB_001,manufacturing_graph_edge/gl_raw_materials_inventory:job_id:structural:system:references:SYS_REF_GLR_JOB_001,manufacturing_graph_node/gl_raw_materials_inventory:job_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_GLR_JOB_001,work_order,wo_id,,,,,fk_declared,
355,gl_raw_materials_inventory:part_id:structural:system:references:SYS_REF_GLR_PAR_001,manufacturing_graph_edge/gl_raw_materials_inventory:part_id:structural:system:references:SYS_REF_GLR_PAR_001,manufacturing_graph_node/gl_raw_materials_inventory:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_GLR_PAR_001,part,part_id,,,,,fk_declared,
356,gl_wip_inventory:event_id:structural:system:references:SYS_REF_GLW_EVE_001,manufacturing_graph_edge/gl_wip_inventory:event_id:structural:system:references:SYS_REF_GLW_EVE_001,manufacturing_graph_node/gl_wip_inventory:event_id:structural:system:none:none,manufacturing_graph_node/gl_events:event_id:structural:system:none:none,structural,references,system,SYS_REF_GLW_EVE_001,gl_events,event_id,,,,,fk_declared,
357,gl_wip_inventory:job_id:structural:system:references:SYS_REF_GLW_JOB_001,manufacturing_graph_edge/gl_wip_inventory:job_id:structural:system:references:SYS_REF_GLW_JOB_001,manufacturing_graph_node/gl_wip_inventory:job_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_GLW_JOB_001,work_order,wo_id,,,,,fk_declared,
358,gl_wip_inventory:part_id:structural:system:references:SYS_REF_GLW_PAR_001,manufacturing_graph_edge/gl_wip_inventory:part_id:structural:system:references:SYS_REF_GLW_PAR_001,manufacturing_graph_node/gl_wip_inventory:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_GLW_PAR_001,part,part_id,,,,,fk_declared,
359,inv_trans_dist:in_trans_id:structural:system:references:SYS_REF_INV_INT_001,manufacturing_graph_edge/inv_trans_dist:in_trans_id:structural:system:references:SYS_REF_INV_INT_001,manufacturing_graph_node/inv_trans_dist:in_trans_id:structural:system:none:none,manufacturing_graph_node/inventory_transaction:transaction_id:structural:system:none:none,structural,references,system,SYS_REF_INV_INT_001,inventory_transaction,transaction_id,,,,,fk_declared,
360,inv_trans_dist:out_trans_id:structural:system:references:SYS_REF_INV_OUT_001,manufacturing_graph_edge/inv_trans_dist:out_trans_id:structural:system:references:SYS_REF_INV_OUT_001,manufacturing_graph_node/inv_trans_dist:out_trans_id:structural:system:none:none,manufacturing_graph_node/inventory_transaction:transaction_id:structural:system:none:none,structural,references,system,SYS_REF_INV_OUT_001,inventory_transaction,transaction_id,,,,,fk_declared,
361,inventory_transaction:part_id:structural:system:references:SYS_REF_INV_PAR_001,manufacturing_graph_edge/inventory_transaction:part_id:structural:system:references:SYS_REF_INV_PAR_001,manufacturing_graph_node/inventory_transaction:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,system,SYS_REF_INV_PAR_001,part,part_id,,,,,fk_declared,
362,inventory_transaction:po_id:structural:system:references:SYS_REF_INV_POI_001,manufacturing_graph_edge/inventory_transaction:po_id:structural:system:references:SYS_REF_INV_POI_001,manufacturing_graph_node/inventory_transaction:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,system,SYS_REF_INV_POI_001,purchase_order,po_id,,,,,fk_declared,
363,inventory_transaction:site_id:structural:system:references:SYS_REF_INV_SIT_001,manufacturing_graph_edge/inventory_transaction:site_id:structural:system:references:SYS_REF_INV_SIT_001,manufacturing_graph_node/inventory_transaction:site_id:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,structural,references,system,SYS_REF_INV_SIT_001,site,site_id,,,,,fk_declared,
364,inventory_transaction:wo_id:structural:system:references:SYS_REF_INV_WOI_001,manufacturing_graph_edge/inventory_transaction:wo_id:structural:system:references:SYS_REF_INV_WOI_001,manufacturing_graph_node/inventory_transaction:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_INV_WOI_001,work_order,wo_id,,,,,fk_declared,
365,labor_ticket:wo_id:structural:system:references:SYS_REF_LAB_WOI_001,manufacturing_graph_edge/labor_ticket:wo_id:structural:system:references:SYS_REF_LAB_WOI_001,manufacturing_graph_node/labor_ticket:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,structural,references,system,SYS_REF_LAB_WOI_001,work_order,wo_id,,,,,fk_declared,
