ordinal,_key,_id,node_type,node_family,perspective,table_name,column_name,column_slot,concept_name,concept_type,domain,synonyms,tags,computation_template,binding_key,concept_anchor,logic_type,predicate,unique_id,description,column_type,notnull,default_value,primary_key,foreign_key
274,receiving:created_at:structural:system:none:none,manufacturing_graph_node/receiving:created_at:structural:system:none:none,column,structural,system,receiving,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
275,receiving:received_date:structural:system:none:none,manufacturing_graph_node/receiving:received_date:structural:system:none:none,column,structural,system,receiving,received_date,,,,,,,,,,,none,none,,DATE,0,,0,0
276,receiving_line:receipt_line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_line_id:structural:system:none:none,column,structural,system,receiving_line,receipt_line_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
277,receiving_line:receipt_id:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_id:structural:system:none:none,column,structural,system,receiving_line,receipt_id,,,,,,,,,,,none,none,,INTEGER,1,,0,1
278,receiving_line:line_no:structural:system:none:none,manufacturing_graph_node/receiving_line:line_no:structural:system:none:none,column,structural,system,receiving_line,line_no,,,,,,,,,,,none,none,,INTEGER,1,,0,0
279,receiving_line:po_line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,column,structural,system,receiving_line,po_line_id,,,,,,,,,,,none,none,,INTEGER,0,,0,1
280,receiving_line:part_id:structural:system:none:none,manufacturing_graph_node/receiving_line:part_id:structural:system:none:none,column,structural,system,receiving_line,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
281,receiving_line:quantity_ordered:structural:system:none:none,manufacturing_graph_node/receiving_line:quantity_ordered:structural:system:none:none,column,structural,system,receiving_line,quantity_ordered,,,,,,,,,,,none,none,,REAL,1,,0,0
282,receiving_line:quantity_received:structural:system:none:none,manufacturing_graph_node/receiving_line:quantity_received:structural:system:none:none,column,structural,system,receiving_line,quantity_received,,,,,,,,,,,none,none,,REAL,1,,0,0
283,receiving_line:inspection_status:structural:system:none:none,manufacturing_graph_node/receiving_line:inspection_status:structural:system:none:none,column,structural,system,receiving_line,inspection_status,,,,,,,,,,,none,none,,TEXT,1,'Pending',0,0
284,receiving_line:cert_required:structural:system:none:none,manufacturing_graph_node/receiving_line:cert_required:structural:system:none:none,column,structural,system,receiving_line,cert_required,,,,,,,,,,,none,none,,INTEGER,0,0,0,0
285,receiving_line:created_at:structural:system:none:none,manufacturing_graph_node/receiving_line:created_at:structural:system:none:none,column,structural,system,receiving_line,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
286,requirement:requirement_id:structural:system:none:none,manufacturing_graph_node/requirement:requirement_id:structural:system:none:none,column,structural,system,requirement,requirement_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
287,requirement:component_type:structural:system:none:none,manufacturing_graph_node/requirement:component_type:structural:system:none:none,column,structural,system,requirement,component_type,,,,,,,,,,,none,none,,TEXT,1,,0,0
288,requirement:component_id:structural:system:none:none,manufacturing_graph_node/requirement:component_id:structural:system:none:none,column,structural,system,requirement,component_id,,,,,,,,,,,none,none,,TEXT,1,,0,0
289,requirement:requirement_level:structural:system:none:none,manufacturing_graph_node/requirement:requirement_level:structural:system:none:none,column,structural,system,requirement,requirement_level,,,,,,,,,,,none,none,,TEXT,1,,0,0
290,requirement:requirement_type:structural:system:none:none,manufacturing_graph_node/requirement:requirement_type:structural:system:none:none,column,structural,system,requirement,requirement_type,,,,,,,,,,,none,none,,TEXT,1,,0,0
291,requirement:operation_seq:structural:system:none:none,manufacturing_graph_node/requirement:operation_seq:structural:system:none:none,column,structural,system,requirement,operation_seq,,,,,,,,,,,none,none,,INTEGER,1,,0,0
292,requirement:operation_rowid:structural:system:none:none,manufacturing_graph_node/requirement:operation_rowid:structural:system:none:none,column,structural,system,requirement,operation_rowid,,,,,,,,,,,none,none,,INTEGER,0,,0,1
293,requirement:material_part_id:structural:system:none:none,manufacturing_graph_node/requirement:material_part_id:structural:system:none:none,column,structural,system,requirement,material_part_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
294,requirement:std_qty:structural:system:none:none,manufacturing_graph_node/requirement:std_qty:structural:system:none:none,column,structural,system,requirement,std_qty,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
295,requirement:actual_qty:structural:system:none:none,manufacturing_graph_node/requirement:actual_qty:structural:system:none:none,column,structural,system,requirement,actual_qty,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
296,requirement:unit_cost:structural:system:none:none,manufacturing_graph_node/requirement:unit_cost:structural:system:none:none,column,structural,system,requirement,unit_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
297,requirement:extended_cost:structural:system:none:none,manufacturing_graph_node/requirement:extended_cost:structural:system:none:none,column,structural,system,requirement,extended_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
298,requirement:created_at:structural:system:none:none,manufacturing_graph_node/requirement:created_at:structural:system:none:none,column,structural,system,requirement,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
299,service:service_id:structural:system:none:none,manufacturing_graph_node/service:service_id:structural:system:none:none,column,structural,system,service,service_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
300,service:description:structural:system:none:none,manufacturing_graph_node/service:description:structural:system:none:none,column,structural,system,service,description,,,,,,,,,,,none,none,,TEXT,1,,0,0
301,service:default_vendor:structural:system:none:none,manufacturing_graph_node/service:default_vendor:structural:system:none:none,column,structural,system,service,default_vendor,,,,,,,,,,,none,none,,TEXT,0,,0,0
302,service:base_charge:structural:system:none:none,manufacturing_graph_node/service:base_charge:structural:system:none:none,column,structural,system,service,base_charge,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
303,service:created_at:structural:system:none:none,manufacturing_graph_node/service:created_at:structural:system:none:none,column,structural,system,service,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
304,shop_resource:resource_id:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_id:structural:system:none:none,column,structural,system,shop_resource,resource_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
305,shop_resource:description:structural:system:none:none,manufacturing_graph_node/shop_resource:description:structural:system:none:none,column,structural,system,shop_resource,description,,,,,,,,,,,none,none,,TEXT,1,,0,0
306,shop_resource:resource_type:structural:system:none:none,manufacturing_graph_node/shop_resource:resource_type:structural:system:none:none,column,structural,system,shop_resource,resource_type,,,,,,,,,,,none,none,,TEXT,1,,0,0
307,shop_resource:run_cost_per_hr:structural:system:none:none,manufacturing_graph_node/shop_resource:run_cost_per_hr:structural:system:none:none,column,structural,system,shop_resource,run_cost_per_hr,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
308,shop_resource:bur_per_hr_run:structural:system:none:none,manufacturing_graph_node/shop_resource:bur_per_hr_run:structural:system:none:none,column,structural,system,shop_resource,bur_per_hr_run,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
309,shop_resource:active:structural:system:none:none,manufacturing_graph_node/shop_resource:active:structural:system:none:none,column,structural,system,shop_resource,active,,,,,,,,,,,none,none,,INTEGER,0,1,0,0
310,shop_resource:created_at:structural:system:none:none,manufacturing_graph_node/shop_resource:created_at:structural:system:none:none,column,structural,system,shop_resource,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
311,site:site_id:structural:system:none:none,manufacturing_graph_node/site:site_id:structural:system:none:none,column,structural,system,site,site_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
312,site:site_name:structural:system:none:none,manufacturing_graph_node/site:site_name:structural:system:none:none,column,structural,system,site,site_name,,,,,,,,,,,none,none,,TEXT,1,,0,0
313,site:region:structural:system:none:none,manufacturing_graph_node/site:region:structural:system:none:none,column,structural,system,site,region,,,,,,,,,,,none,none,,TEXT,0,,0,0
314,site:created_at:structural:system:none:none,manufacturing_graph_node/site:created_at:structural:system:none:none,column,structural,system,site,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
315,suppliers:supplier_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,column,structural,system,suppliers,supplier_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
316,suppliers:supplier_name:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_name:structural:system:none:none,column,structural,system,suppliers,supplier_name,,,,,,,,,,,none,none,,TEXT,1,,0,0
317,suppliers:contact_email:structural:system:none:none,manufacturing_graph_node/suppliers:contact_email:structural:system:none:none,column,structural,system,suppliers,contact_email,,,,,,,,,,,none,none,,TEXT,0,,0,0
318,suppliers:phone:structural:system:none:none,manufacturing_graph_node/suppliers:phone:structural:system:none:none,column,structural,system,suppliers,phone,,,,,,,,,,,none,none,,TEXT,0,,0,0
319,suppliers:address:structural:system:none:none,manufacturing_graph_node/suppliers:address:structural:system:none:none,column,structural,system,suppliers,address,,,,,,,,,,,none,none,,TEXT,0,,0,0
320,suppliers:performance_rating:structural:system:none:none,manufacturing_graph_node/suppliers:performance_rating:structural:system:none:none,column,structural,system,suppliers,performance_rating,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
321,suppliers:certification_level:structural:system:none:none,manufacturing_graph_node/suppliers:certification_level:structural:system:none:none,column,structural,system,suppliers,certification_level,,,,,,,,,,,none,none,,TEXT,0,,0,0
322,suppliers:category:structural:system:none:none,manufacturing_graph_node/suppliers:category:structural:system:none:none,column,structural,system,suppliers,category,,,,,,,,,,,none,none,,TEXT,0,,0,0
323,suppliers:payment_terms:structural:system:none:none,manufacturing_graph_node/suppliers:payment_terms:structural:system:none:none,column,structural,system,suppliers,payment_terms,,,,,,,,,,,none,none,,TEXT,0,'Net30',0,0
324,suppliers:lead_time_days:structural:system:none:none,manufacturing_graph_node/suppliers:lead_time_days:structural:system:none:none,column,structural,system,suppliers,lead_time_days,,,,,,,,,,,none,none,,INTEGER,0,14,0,0
325,suppliers:outside_service:structural:system:none:none,manufacturing_graph_node/suppliers:outside_service:structural:system:none:none,column,structural,system,suppliers,outside_service,,,,,,,,,,,none,none,,INTEGER,0,0,0,0
326,suppliers:active:structural:system:none:none,manufacturing_graph_node/suppliers:active:structural:system:none:none,column,structural,system,suppliers,active,,,,,,,,,,,none,none,,INTEGER,0,1,0,0
327,suppliers:created_date:structural:system:none:none,manufacturing_graph_node/suppliers:created_date:structural:system:none:none,column,structural,system,suppliers,created_date,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
328,trace:trace_id:structural:system:none:none,manufacturing_graph_node/trace:trace_id:structural:system:none:none,column,structural,system,trace,trace_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
329,trace:part_id:structural:system:none:none,manufacturing_graph_node/trace:part_id:structural:system:none:none,column,structural,system,trace,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
330,trace:lot_id:structural:system:none:none,manufacturing_graph_node/trace:lot_id:structural:system:none:none,column,structural,system,trace,lot_id,,,,,,,,,,,none,none,,TEXT,0,,0,0
331,trace:serial_id:structural:system:none:none,manufacturing_graph_node/trace:serial_id:structural:system:none:none,column,structural,system,trace,serial_id,,,,,,,,,,,none,none,,TEXT,0,,0,0
332,trace:in_qty:structural:system:none:none,manufacturing_graph_node/trace:in_qty:structural:system:none:none,column,structural,system,trace,in_qty,,,,,,,,,,,none,none,,REAL,0,0,0,0
333,trace:out_qty:structural:system:none:none,manufacturing_graph_node/trace:out_qty:structural:system:none:none,column,structural,system,trace,out_qty,,,,,,,,,,,none,none,,REAL,0,0,0,0
334,trace:production_date:structural:system:none:none,manufacturing_graph_node/trace:production_date:structural:system:none:none,column,structural,system,trace,production_date,,,,,,,,,,,none,none,,DATE,0,,0,0
335,trace:expiration_date:structural:system:none:none,manufacturing_graph_node/trace:expiration_date:structural:system:none:none,column,structural,system,trace,expiration_date,,,,,,,,,,,none,none,,DATE,0,,0,0
336,trace:site_id:structural:system:none:none,manufacturing_graph_node/trace:site_id:structural:system:none:none,column,structural,system,trace,site_id,,,,,,,,,,,none,none,,TEXT,0,,0,1
337,trace:created_at:structural:system:none:none,manufacturing_graph_node/trace:created_at:structural:system:none:none,column,structural,system,trace,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
338,trace_inventory_trace:trace_inv_id:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:trace_inv_id:structural:system:none:none,column,structural,system,trace_inventory_trace,trace_inv_id,,,,,,,,,,,none,none,,INTEGER,0,,1,0
339,trace_inventory_trace:part_id:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:part_id:structural:system:none:none,column,structural,system,trace_inventory_trace,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
340,trace_inventory_trace:trace_id:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:trace_id:structural:system:none:none,column,structural,system,trace_inventory_trace,trace_id,,,,,,,,,,,none,none,,INTEGER,1,,0,1
341,trace_inventory_trace:transaction_id:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:transaction_id:structural:system:none:none,column,structural,system,trace_inventory_trace,transaction_id,,,,,,,,,,,none,none,,INTEGER,1,,0,1
342,trace_inventory_trace:qty:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:qty:structural:system:none:none,column,structural,system,trace_inventory_trace,qty,,,,,,,,,,,none,none,,REAL,1,,0,0
343,trace_inventory_trace:created_at:structural:system:none:none,manufacturing_graph_node/trace_inventory_trace:created_at:structural:system:none:none,column,structural,system,trace_inventory_trace,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
344,warehouse:warehouse_id:structural:system:none:none,manufacturing_graph_node/warehouse:warehouse_id:structural:system:none:none,column,structural,system,warehouse,warehouse_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
345,warehouse:description:structural:system:none:none,manufacturing_graph_node/warehouse:description:structural:system:none:none,column,structural,system,warehouse,description,,,,,,,,,,,none,none,,TEXT,0,,0,0
346,warehouse:name:structural:system:none:none,manufacturing_graph_node/warehouse:name:structural:system:none:none,column,structural,system,warehouse,name,,,,,,,,,,,none,none,,TEXT,0,,0,0
347,warehouse:site_id:structural:system:none:none,manufacturing_graph_node/warehouse:site_id:structural:system:none:none,column,structural,system,warehouse,site_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
348,warehouse:region_id:structural:system:none:none,manufacturing_graph_node/warehouse:region_id:structural:system:none:none,column,structural,system,warehouse,region_id,,,,,,,,,,,none,none,,TEXT,0,,0,0
349,warehouse:independent:structural:system:none:none,manufacturing_graph_node/warehouse:independent:structural:system:none:none,column,structural,system,warehouse,independent,,,,,,,,,,,none,none,,TEXT,1,'Y',0,0
350,warehouse:mrp_exempt:structural:system:none:none,manufacturing_graph_node/warehouse:mrp_exempt:structural:system:none:none,column,structural,system,warehouse,mrp_exempt,,,,,,,,,,,none,none,,TEXT,1,'N',0,0
351,warehouse:created_at:structural:system:none:none,manufacturing_graph_node/warehouse:created_at:structural:system:none:none,column,structural,system,warehouse,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
352,work_order:wo_id:structural:system:none:none,manufacturing_graph_node/work_order:wo_id:structural:system:none:none,column,structural,system,work_order,wo_id,,,,,,,,,,,none,none,,TEXT,0,,1,0
353,work_order:workorder_type:structural:system:none:none,manufacturing_graph_node/work_order:workorder_type:structural:system:none:none,column,structural,system,work_order,workorder_type,,,,,,,,,,,none,none,,TEXT,1,,0,0
354,work_order:part_id:structural:system:none:none,manufacturing_graph_node/work_order:part_id:structural:system:none:none,column,structural,system,work_order,part_id,,,,,,,,,,,none,none,,TEXT,1,,0,1
355,work_order:part_description:structural:system:none:none,manufacturing_graph_node/work_order:part_description:structural:system:none:none,column,structural,system,work_order,part_description,,,,,,,,,,,none,none,,TEXT,1,,0,0
356,work_order:quantity:structural:system:none:none,manufacturing_graph_node/work_order:quantity:structural:system:none:none,column,structural,system,work_order,quantity,,,,,,,,,,,none,none,,REAL,1,,0,0
357,work_order:status:structural:system:none:none,manufacturing_graph_node/work_order:status:structural:system:none:none,column,structural,system,work_order,status,,,,,,,,,,,none,none,,TEXT,1,,0,0
358,work_order:open_date:structural:system:none:none,manufacturing_graph_node/work_order:open_date:structural:system:none:none,column,structural,system,work_order,open_date,,,,,,,,,,,none,none,,DATE,0,,0,0
359,work_order:close_date:structural:system:none:none,manufacturing_graph_node/work_order:close_date:structural:system:none:none,column,structural,system,work_order,close_date,,,,,,,,,,,none,none,,DATE,0,,0,0
360,work_order:required_date:structural:system:none:none,manufacturing_graph_node/work_order:required_date:structural:system:none:none,column,structural,system,work_order,required_date,,,,,,,,,,,none,none,,DATE,0,,0,0
361,work_order:routing_template:structural:system:none:none,manufacturing_graph_node/work_order:routing_template:structural:system:none:none,column,structural,system,work_order,routing_template,,,,,,,,,,,none,none,,TEXT,0,,0,0
362,work_order:act_lab_cost:structural:system:none:none,manufacturing_graph_node/work_order:act_lab_cost:structural:system:none:none,column,structural,system,work_order,act_lab_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
363,work_order:act_bur_cost:structural:system:none:none,manufacturing_graph_node/work_order:act_bur_cost:structural:system:none:none,column,structural,system,work_order,act_bur_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
364,work_order:act_ser_cost:structural:system:none:none,manufacturing_graph_node/work_order:act_ser_cost:structural:system:none:none,column,structural,system,work_order,act_ser_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
365,work_order:act_mat_cost:structural:system:none:none,manufacturing_graph_node/work_order:act_mat_cost:structural:system:none:none,column,structural,system,work_order,act_mat_cost,,,,,,,,,,,none,none,,REAL,0,0.0,0,0
366,work_order:desired_rls_date:structural:system:none:none,manufacturing_graph_node/work_order:desired_rls_date:structural:system:none:none,column,structural,system,work_order,desired_rls_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
367,work_order:sched_start_date:structural:system:none:none,manufacturing_graph_node/work_order:sched_start_date:structural:system:none:none,column,structural,system,work_order,sched_start_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
368,work_order:sched_finish_date:structural:system:none:none,manufacturing_graph_node/work_order:sched_finish_date:structural:system:none:none,column,structural,system,work_order,sched_finish_date,,,,,,,,,,,none,none,,DATETIME,0,,0,0
369,work_order:outside_service:structural:system:none:none,manufacturing_graph_node/work_order:outside_service:structural:system:none:none,column,structural,system,work_order,outside_service,,,,,,,,,,,none,none,,INTEGER,0,0,0,0
370,work_order:service_date:structural:system:none:none,manufacturing_graph_node/work_order:service_date:structural:system:none:none,column,structural,system,work_order,service_date,,,,,,,,,,,none,none,,DATE,0,,0,0
371,work_order:vendor_id:structural:system:none:none,manufacturing_graph_node/work_order:vendor_id:structural:system:none:none,column,structural,system,work_order,vendor_id,,,,,,,,,,,none,none,,TEXT,0,,0,0
372,work_order:site_id:structural:system:none:none,manufacturing_graph_node/work_order:site_id:structural:system:none:none,column,structural,system,work_order,site_id,,,,,,,,,,,none,none,,TEXT,0,'SITE-1',0,0
373,work_order:created_at:structural:system:none:none,manufacturing_graph_node/work_order:created_at:structural:system:none:none,column,structural,system,work_order,created_at,,,,,,,,,,,none,none,,DATETIME,0,CURRENT_TIMESTAMP,0,0
374,work_order:demand_order_line_id:structural:system:none:none,manufacturing_graph_node/work_order:demand_order_line_id:structural:system:none:none,column,structural,system,work_order,demand_order_line_id,,,,,,,,,,,none,none,,INTEGER,0,,0,1
375,ARCashReceiptAmount:entity:semantic:canonical:none:none,manufacturing_graph_node/ARCashReceiptAmount:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ARCashReceiptAmount,,finance,[],[],,,,,none,none,Dollar amount of cash received in a single payment installment against an accounts-receivable invoice,,,,,
376,ARInstallmentSequence:entity:semantic:canonical:none:none,manufacturing_graph_node/ARInstallmentSequence:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ARInstallmentSequence,,finance,[],[],,,,,none,none,Ordinal position of this payment within a multi-installment payment schedule for an AR invoice (1 = first installment),,,,,
377,ARInvoiceReference:entity:semantic:canonical:none:none,manufacturing_graph_node/ARInvoiceReference:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ARInvoiceReference,,finance,[],[],,,,,none,none,FK link that identifies which AR invoice a cash-receipt installment is applied against (receivable_payment.invoice_id -> receivable),,,,,
378,ARPaymentDate:entity:semantic:canonical:none:none,manufacturing_graph_node/ARPaymentDate:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ARPaymentDate,,finance,[],[],,,,,none,none,Date on which a cash payment was received and applied to an AR invoice installment (temporal cash-settlement marker),,,,,
379,AllocatedQuantity:entity:semantic:canonical:none:none,manufacturing_graph_node/AllocatedQuantity:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,AllocatedQuantity,,operations,"[""allocated"", ""reserved quantity"", ""committed quantity""]","[""mrp"", ""inventory"", ""allocation""]",,,,,none,none,Quantity of on-hand stock already committed / reserved to existing orders,,,,,
380,AvailableToPromise:entity:semantic:canonical:none:none,manufacturing_graph_node/AvailableToPromise:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,AvailableToPromise,,operations,"[""ATP"", ""available to promise quantity""]","[""mrp"", ""inventory"", ""availability""]",,,,,none,none,Uncommitted inventory available to promise to new customer orders (on hand minus allocated),,,,,
381,CertificationStatusState:entity:semantic:canonical:none:none,manufacturing_graph_node/CertificationStatusState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,CertificationStatusState,,quality,[],[],,,,,none,none,Validity state of a certification (active / expired / revoked / pending),,,,,
382,CertificationType:entity:semantic:canonical:none:none,manufacturing_graph_node/CertificationType:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,CertificationType,,quality,[],[],,,,,none,none,Kind of certification held (material / process / quality-system / etc.),,,,,
383,DefectSeverityCost:entity:semantic:canonical:none:none,manufacturing_graph_node/DefectSeverityCost:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,DefectSeverityCost,,finance,[],[],,,,,none,none,Defect severity from cost impact perspective - focuses on financial exposure,,,,,
384,DefectSeverityCustomer:entity:semantic:canonical:none:none,manufacturing_graph_node/DefectSeverityCustomer:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,DefectSeverityCustomer,,customer,[],[],,,,,none,none,Defect severity from customer visibility perspective - focuses on brand risk,,,,,
385,DefectSeverityQuality:entity:semantic:canonical:none:none,manufacturing_graph_node/DefectSeverityQuality:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,DefectSeverityQuality,,quality,[],[],,,,,none,none,Defect severity from quality control perspective - focuses on product conformance,,,,,
386,DeliveryPerformanceFinance:entity:semantic:canonical:none:none,manufacturing_graph_node/DeliveryPerformanceFinance:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,DeliveryPerformanceFinance,,finance,[],[],AVG(CASE WHEN {receipt_date} IS NOT NULL AND {receipt_date} <= {required_date} THEN 1.0 WHEN {receipt_date} IS NOT NULL AND {receipt_date} > {required_date} THEN 0.0 ELSE NULL END),,,,none,none,Delivery metrics for cost/penalty calculation,,,,,
387,DeliveryPerformanceOps:entity:semantic:canonical:none:none,manufacturing_graph_node/DeliveryPerformanceOps:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,DeliveryPerformanceOps,,operations,[],[],AVG(CASE WHEN {receipt_date} IS NOT NULL AND {receipt_date} <= {required_date} THEN 1.0 WHEN {receipt_date} IS NOT NULL AND {receipt_date} > {required_date} THEN 0.0 ELSE NULL END),,,,none,none,Delivery metrics for operational planning,,,,,
388,DeliveryPerformanceSupplier:entity:semantic:canonical:none:none,manufacturing_graph_node/DeliveryPerformanceSupplier:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,DeliveryPerformanceSupplier,,quality,[],[],AVG(CASE WHEN {receipt_date} IS NOT NULL AND {receipt_date} <= {required_date} THEN 1.0 WHEN {receipt_date} IS NOT NULL AND {receipt_date} > {required_date} THEN 0.0 ELSE NULL END),,,,none,none,Delivery metrics for supplier scorecard,,,,,
389,EconomicOrderQuantity:entity:semantic:canonical:none:none,manufacturing_graph_node/EconomicOrderQuantity:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,EconomicOrderQuantity,,operations,"[""EOQ"", ""economic order qty"", ""optimal order quantity""]","[""mrp"", ""inventory"", ""ordering""]",,,,,none,none,Order quantity that minimizes combined ordering and holding cost (classic EOQ formula),,,,,
390,EquipmentStateCompliance:entity:semantic:canonical:none:none,manufacturing_graph_node/EquipmentStateCompliance:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,EquipmentStateCompliance,,compliance,[],[],,,,,none,none,Equipment status for regulatory compliance,,,,,
391,EquipmentStateMaintenance:entity:semantic:canonical:none:none,manufacturing_graph_node/EquipmentStateMaintenance:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,EquipmentStateMaintenance,,operations,[],[],,,,,none,none,Equipment status for maintenance planning,,,,,
392,EquipmentStateProduction:entity:semantic:canonical:none:none,manufacturing_graph_node/EquipmentStateProduction:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,EquipmentStateProduction,,operations,[],[],,,,,none,none,Equipment status for production scheduling,,,,,
393,FailureSeverityCost:entity:semantic:canonical:none:none,manufacturing_graph_node/FailureSeverityCost:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,FailureSeverityCost,,finance,[],[],,,,,none,none,Failure severity based on repair/replacement cost,,,,,
394,FailureSeverityProduction:entity:semantic:canonical:none:none,manufacturing_graph_node/FailureSeverityProduction:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,FailureSeverityProduction,,operations,[],[],,,,,none,none,Failure severity based on production impact,,,,,
395,FailureSeveritySafety:entity:semantic:canonical:none:none,manufacturing_graph_node/FailureSeveritySafety:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,FailureSeveritySafety,,compliance,[],[],,,,,none,none,Failure severity based on safety implications,,,,,
396,FinishedGoodsProductionFlow:entity:semantic:canonical:none:none,manufacturing_graph_node/FinishedGoodsProductionFlow:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,FinishedGoodsProductionFlow,,finance,[],[],,,,,none,none,Finished goods produced over a period: FG_COMPLETION inflow into the Finished Goods bucket per part and job,,,,,
397,InventoryBucketBalance:entity:semantic:canonical:none:none,manufacturing_graph_node/InventoryBucketBalance:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,InventoryBucketBalance,,finance,[],[],,,,,none,none,Signed running balance of a perpetual inventory bucket (Raw Materials / WIP / Finished Goods) from the gl_* sub-ledgers; the approved ledger_inventorybalance snippet is the authoritative derivation,,,,,
398,JobCostElement:entity:semantic:canonical:none:none,manufacturing_graph_node/JobCostElement:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,JobCostElement,,finance,[],[],,,,,none,none,Cost element of a job-cost ledger line (labor / material / burden / service) rolled up per work order in gl_job_cost_detail,,,,,
399,LeadTime:entity:semantic:canonical:none:none,manufacturing_graph_node/LeadTime:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,LeadTime,,operations,"[""replenishment lead time"", ""procurement lead time"", ""supplier lead time""]","[""mrp"", ""inventory"", ""planning""]",,,,,none,none,Elapsed time from placing a replenishment order to receiving the stock (in days),,,,,
400,LeadTimeDemand:entity:semantic:canonical:none:none,manufacturing_graph_node/LeadTimeDemand:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,LeadTimeDemand,,operations,"[""demand during lead time"", ""DLT""]","[""mrp"", ""inventory"", ""demand""]",,,,,none,none,Expected demand for a part over its replenishment lead time (average daily demand x lead time),,,,,
